Source Name	Comment [ENA_SAMPLE]	Comment [BIOSAMPLE]	Comment [Sample_description]	Characteristics [organism]	Characteristics [individual]	Characteristics [organism part]	Characteristics [cell type]	Characteristics [phenotype]	Characteristics [disease]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment [single cell isolation]	Comment [input molecule]	Comment [library construction]	Comment [end bias]	Comment [primer]	Comment [LIBRARY_STRAND]	Comment [LIBRARY_LAYOUT]	Comment [LIBRARY_SOURCE]	Comment [LIBRARY_STRATEGY]	Comment [LIBRARY_SELECTION]	Comment [INSTRUMENT_MODEL]	Assay Name	Comment [technical replicate group]	Comment [ENA_EXPERIMENT]	Comment [Platform_title]	Technology Type	Protocol REF	Protocol REF	Scan Name	Comment [ENA_RUN]	Comment [FASTQ_URI]	FactorValue [single cell identifier]	FactorValue [disease]	FactorValue [stimulus]
GSM3038320 1	SRS3036126	SAMN08687774	35_1d_C86_L7_R1_001_BOdaXKGiSeIQ	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038320 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038320	not applicable	SRX3782868	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826688	SRR6826688	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6826688/SRR6826688.fastq.gz	Latency_model_TCR_cell_58	normal	T cell receptor-mediated stimulation
GSM3038319 1	SRS3036123	SAMN08687775	35_1d_C79_L7_R1_001_PVGY0EMfsHVC	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038319 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038319	not applicable	SRX3782867	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826687	SRR6826687	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6826687/SRR6826687.fastq.gz	Latency_model_TCR_cell_57	normal	T cell receptor-mediated stimulation
GSM3038318 1	SRS3036125	SAMN08687776	35_1d_C78_L7_R1_001_yCQRTggg55KC	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038318 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038318	not applicable	SRX3782866	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826686	SRR6826686	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6826686/SRR6826686.fastq.gz	Latency_model_TCR_cell_56	normal	T cell receptor-mediated stimulation
GSM3038317 1	SRS3036124	SAMN08687778	35_1d_C72_L7_R1_001_PSwwYOP5BkFx	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038317 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038317	not applicable	SRX3782865	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826685	SRR6826685	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6826685/SRR6826685.fastq.gz	Latency_model_TCR_cell_55	normal	T cell receptor-mediated stimulation
GSM3038316 1	SRS3036122	SAMN08687779	35_1d_C70_L7_R1_001_oy1UOveqBcEU	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038316 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038316	not applicable	SRX3782864	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826684	SRR6826684	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6826684/SRR6826684.fastq.gz	Latency_model_TCR_cell_54	normal	T cell receptor-mediated stimulation
GSM3038315 1	SRS3036121	SAMN08687780	35_1d_C69_L7_R1_001_Hha5yBfCByiQ	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038315 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038315	not applicable	SRX3782863	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826683	SRR6826683	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6826683/SRR6826683.fastq.gz	Latency_model_TCR_cell_53	normal	T cell receptor-mediated stimulation
GSM3038314 1	SRS3036120	SAMN08687781	35_1d_C68_L7_R1_001_k4m7ZZzq7eEa	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038314 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038314	not applicable	SRX3782862	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826682	SRR6826682	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6826682/SRR6826682.fastq.gz	Latency_model_TCR_cell_52	normal	T cell receptor-mediated stimulation
GSM3038313 1	SRS3036119	SAMN08687782	35_1d_C67_L7_R1_001_FDAjbfGrOZt1	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038313 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038313	not applicable	SRX3782861	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826681	SRR6826681	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6826681/SRR6826681.fastq.gz	Latency_model_TCR_cell_51	normal	T cell receptor-mediated stimulation
GSM3038312 1	SRS3036118	SAMN08687783	35_1d_C66_L7_R1_001_VxjIljNf218P	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038312 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038312	not applicable	SRX3782860	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826680	SRR6826680	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6826680/SRR6826680.fastq.gz	Latency_model_TCR_cell_50	normal	T cell receptor-mediated stimulation
GSM3038311 1	SRS3036117	SAMN08687784	35_1d_C61_L7_R1_001_h3g8H7F4jRem	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038311 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038311	not applicable	SRX3782859	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826679	SRR6826679	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6826679/SRR6826679.fastq.gz	Latency_model_TCR_cell_49	normal	T cell receptor-mediated stimulation
GSM3038310 1	SRS3036114	SAMN08687785	35_1d_C48_L7_R1_001_Y6TvQVKUoBGo	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038310 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038310	not applicable	SRX3782858	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826678	SRR6826678	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6826678/SRR6826678.fastq.gz	Latency_model_TCR_cell_48	normal	T cell receptor-mediated stimulation
GSM3038309 1	SRS3036116	SAMN08687786	35_1d_C44_L7_R1_001_V1T3ioD5Dffa	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038309 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038309	not applicable	SRX3782857	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826677	SRR6826677	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6826677/SRR6826677.fastq.gz	Latency_model_TCR_cell_47	normal	T cell receptor-mediated stimulation
GSM3038308 1	SRS3036115	SAMN08687787	35_1d_C39_L7_R1_001_DDpMfB0cY1TC	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038308 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038308	not applicable	SRX3782856	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826676	SRR6826676	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6826676/SRR6826676.fastq.gz	Latency_model_TCR_cell_46	normal	T cell receptor-mediated stimulation
GSM3038307 1	SRS3036112	SAMN08687788	35_1d_C38_L7_R1_001_TZPY1GKsOHOH	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038307 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038307	not applicable	SRX3782855	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826675	SRR6826675	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6826675/SRR6826675.fastq.gz	Latency_model_TCR_cell_45	normal	T cell receptor-mediated stimulation
GSM3038306 1	SRS3036113	SAMN08687789	35_1d_C34_L7_R1_001_mE6iNtqgLYLb	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038306 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038306	not applicable	SRX3782854	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826674	SRR6826674	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6826674/SRR6826674.fastq.gz	Latency_model_TCR_cell_44	normal	T cell receptor-mediated stimulation
GSM3038305 1	SRS3036110	SAMN08687790	35_1d_C06_L7_R1_001_Yf09zNVCNDde	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038305 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038305	not applicable	SRX3782853	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826673	SRR6826673	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6826673/SRR6826673.fastq.gz	Latency_model_TCR_cell_43	normal	T cell receptor-mediated stimulation
GSM3038304 1	SRS3036111	SAMN08687791	35_1_C96_L7_R1_001_T35VGasAAlGO	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038304 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038304	not applicable	SRX3782852	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826672	SRR6826672	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6826672/SRR6826672.fastq.gz	Latency_model_TCR_cell_42	normal	T cell receptor-mediated stimulation
GSM3038303 1	SRS3036109	SAMN08687792	35_1_C95_L7_R1_001_ZzeNbG0ei85H	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038303 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038303	not applicable	SRX3782851	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826671	SRR6826671	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6826671/SRR6826671.fastq.gz	Latency_model_TCR_cell_41	normal	T cell receptor-mediated stimulation
GSM3038302 1	SRS3036108	SAMN08687747	35_1_C94_L7_R1_001_oF0dWq8aw6IG	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038302 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038302	not applicable	SRX3782850	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826670	SRR6826670	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6826670/SRR6826670.fastq.gz	Latency_model_TCR_cell_40	normal	T cell receptor-mediated stimulation
GSM3038301 1	SRS3036106	SAMN08687748	35_1_C93_L7_R1_001_kfBQrgTl3YvA	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038301 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038301	not applicable	SRX3782849	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826669	SRR6826669	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6826669/SRR6826669.fastq.gz	Latency_model_TCR_cell_39	normal	T cell receptor-mediated stimulation
GSM3038300 1	SRS3036107	SAMN08687749	35_1_C85_L7_R1_001_ReZGZvzEpvxB	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038300 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038300	not applicable	SRX3782848	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826668	SRR6826668	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6826668/SRR6826668.fastq.gz	Latency_model_TCR_cell_38	normal	T cell receptor-mediated stimulation
GSM3038299 1	SRS3036104	SAMN08687750	35_1_C84_L7_R1_001_SN1JorXgGPWC	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038299 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038299	not applicable	SRX3782847	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826667	SRR6826667	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6826667/SRR6826667.fastq.gz	Latency_model_TCR_cell_37	normal	T cell receptor-mediated stimulation
GSM3038298 1	SRS3036103	SAMN08687751	35_1_C80_L7_R1_001_7o5LFqbdmNTG	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038298 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038298	not applicable	SRX3782846	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826666	SRR6826666	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6826666/SRR6826666.fastq.gz	Latency_model_TCR_cell_36	normal	T cell receptor-mediated stimulation
GSM3038297 1	SRS3036105	SAMN08687752	35_1_C73_L7_R1_001_xwYq8DWiW	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038297 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038297	not applicable	SRX3782845	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826665	SRR6826665	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6826665/SRR6826665.fastq.gz	Latency_model_TCR_cell_35	normal	T cell receptor-mediated stimulation
GSM3038296 1	SRS3036102	SAMN08687753	35_1_C71_L7_R1_001_tpyYcRGw5Rfr	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038296 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038296	not applicable	SRX3782844	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826664	SRR6826664	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6826664/SRR6826664.fastq.gz	Latency_model_TCR_cell_34	normal	T cell receptor-mediated stimulation
GSM3038295 1	SRS3036101	SAMN08687754	35_1_C65_L7_R1_001_gpa3hOq33HzH	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038295 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038295	not applicable	SRX3782843	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826663	SRR6826663	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6826663/SRR6826663.fastq.gz	Latency_model_TCR_cell_33	normal	T cell receptor-mediated stimulation
GSM3038294 1	SRS3036100	SAMN08687758	35_1_C63_L7_R1_001_cExpJn0hLwID	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038294 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038294	not applicable	SRX3782842	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826662	SRR6826662	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6826662/SRR6826662.fastq.gz	Latency_model_TCR_cell_32	normal	T cell receptor-mediated stimulation
GSM3038293 1	SRS3036099	SAMN08687759	35_1_C62_L7_R1_001_wbVfTZ8IEGnm	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038293 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038293	not applicable	SRX3782841	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826661	SRR6826661	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6826661/SRR6826661.fastq.gz	Latency_model_TCR_cell_31	normal	T cell receptor-mediated stimulation
GSM3038292 1	SRS3036098	SAMN08687760	35_1_C60_L7_R1_001_idkMYvJ0xcni	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038292 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038292	not applicable	SRX3782840	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826660	SRR6826660	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6826660/SRR6826660.fastq.gz	Latency_model_TCR_cell_30	normal	T cell receptor-mediated stimulation
GSM3038291 1	SRS3036097	SAMN08687761	35_1_C59_L7_R1_001_8IjSTtKOMR97	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038291 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038291	not applicable	SRX3782839	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826659	SRR6826659	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6826659/SRR6826659.fastq.gz	Latency_model_TCR_cell_29	normal	T cell receptor-mediated stimulation
GSM3038290 1	SRS3036096	SAMN08687755	35_1_C55_L7_R1_001_gJXQgMXErgH5	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038290 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038290	not applicable	SRX3782838	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826658	SRR6826658	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6826658/SRR6826658.fastq.gz	Latency_model_TCR_cell_28	normal	T cell receptor-mediated stimulation
GSM3038289 1	SRS3036094	SAMN08687756	35_1_C54_L7_R1_001_nzoZg4cv127u	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038289 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038289	not applicable	SRX3782837	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826657	SRR6826657	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6826657/SRR6826657.fastq.gz	Latency_model_TCR_cell_27	normal	T cell receptor-mediated stimulation
GSM3038288 1	SRS3036095	SAMN08687757	35_1_C52_L7_R1_001_u6D8gCOL8Vsj	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038288 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038288	not applicable	SRX3782836	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826656	SRR6826656	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6826656/SRR6826656.fastq.gz	Latency_model_TCR_cell_26	normal	T cell receptor-mediated stimulation
GSM3038287 1	SRS3036093	SAMN08687766	35_1_C51_L7_R1_001_QnZsCDttWsMJ	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038287 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038287	not applicable	SRX3782835	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826655	SRR6826655	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6826655/SRR6826655.fastq.gz	Latency_model_TCR_cell_25	normal	T cell receptor-mediated stimulation
